terminal_id,total_txns,total_volume,avg_txn_amount,unique_customers,fraud_txns,fraud_volume,fraud_rate_pct,risk_tier
4390,90,4960.99,55.12,34,0,0.0,0.0,4 - Clean
4391,82,5145.85,62.75,31,0,0.0,0.0,4 - Clean
4392,92,5302.37,57.63,34,1,356.95,1.087,3 - Watch
4393,68,3487.28,51.28,23,0,0.0,0.0,4 - Clean
4394,75,4724.67,63.0,31,1,126.5,1.333,3 - Watch
4395,134,8016.89,59.83,37,0,0.0,0.0,4 - Clean
4396,68,3727.0,54.81,29,0,0.0,0.0,4 - Clean
4397,107,4784.92,44.72,35,0,0.0,0.0,4 - Clean
4398,92,4850.51,52.72,32,0,0.0,0.0,4 - Clean
4399,94,6717.38,71.46,28,1,458.4,1.064,3 - Watch
4400,108,5549.17,51.38,43,0,0.0,0.0,4 - Clean
4401,160,9090.98,56.82,44,4,1067.16,2.5,2 - High
4402,95,6210.57,65.37,29,1,148.0,1.053,3 - Watch
4403,80,4437.51,55.47,22,0,0.0,0.0,4 - Clean
4404,84,3789.08,45.11,26,0,0.0,0.0,4 - Clean
4405,89,4918.51,55.26,33,0,0.0,0.0,4 - Clean
4406,94,6265.03,66.65,32,1,199.7,1.064,3 - Watch
4407,113,6401.19,56.65,34,0,0.0,0.0,4 - Clean
4408,83,4221.14,50.86,29,2,311.65,2.41,2 - High
4409,67,3716.8,55.47,28,1,44.7,1.493,3 - Watch
4410,128,6394.07,49.95,41,1,48.9,0.781,3 - Watch
4411,101,4801.3,47.54,32,0,0.0,0.0,4 - Clean
4412,105,5587.22,53.21,35,0,0.0,0.0,4 - Clean
4413,111,5886.93,53.04,30,0,0.0,0.0,4 - Clean
4414,82,4621.01,56.35,31,0,0.0,0.0,4 - Clean
4415,85,4862.97,57.21,33,1,711.4,1.176,3 - Watch
4416,82,3720.49,45.37,27,0,0.0,0.0,4 - Clean
4417,82,3611.22,44.04,26,0,0.0,0.0,4 - Clean
4418,96,6358.19,66.23,34,0,0.0,0.0,4 - Clean
4419,70,3376.17,48.23,22,0,0.0,0.0,4 - Clean
4420,67,4364.85,65.15,16,0,0.0,0.0,4 - Clean
4421,70,3347.69,47.82,24,0,0.0,0.0,4 - Clean
4422,111,6480.4,58.38,38,2,772.05,1.802,3 - Watch
4423,119,4984.34,41.89,37,0,0.0,0.0,4 - Clean
4424,61,3238.86,53.1,24,0,0.0,0.0,4 - Clean
4425,81,4120.51,50.87,27,4,298.58,4.938,2 - High
4426,80,3522.64,44.03,28,21,880.1,26.25,1 - Critical
4427,79,3524.78,44.62,33,1,15.1,1.266,3 - Watch
4428,97,6083.33,62.71,29,0,0.0,0.0,4 - Clean
4429,107,6119.4,57.19,32,0,0.0,0.0,4 - Clean
4430,92,5520.85,60.01,26,0,0.0,0.0,4 - Clean
4431,71,4005.15,56.41,20,1,53.95,1.408,3 - Watch
4432,108,6083.13,56.33,29,0,0.0,0.0,4 - Clean
4433,66,3996.23,60.55,25,0,0.0,0.0,4 - Clean
4434,91,4842.3,53.21,21,0,0.0,0.0,4 - Clean
4435,57,2777.67,48.73,26,0,0.0,0.0,4 - Clean
4436,71,4985.75,70.22,23,0,0.0,0.0,4 - Clean
4437,122,5891.04,48.29,34,0,0.0,0.0,4 - Clean
4438,121,6817.44,56.34,42,2,800.0,1.653,3 - Watch
4439,89,3711.26,41.7,33,0,0.0,0.0,4 - Clean
4440,108,7771.45,71.96,28,2,545.05,1.852,3 - Watch
4441,58,2692.34,46.42,29,0,0.0,0.0,4 - Clean
4442,80,3885.85,48.57,32,1,105.35,1.25,3 - Watch
4443,109,6097.42,55.94,34,0,0.0,0.0,4 - Clean
4444,92,4186.32,45.5,31,0,0.0,0.0,4 - Clean
4445,100,6036.87,60.37,34,0,0.0,0.0,4 - Clean
4446,84,3306.67,39.37,24,0,0.0,0.0,4 - Clean
4447,65,2810.33,43.24,26,0,0.0,0.0,4 - Clean
4448,118,5986.26,50.73,36,0,0.0,0.0,4 - Clean
4449,100,5670.53,56.71,36,1,234.04,1.0,3 - Watch
4450,120,7298.42,60.82,32,0,0.0,0.0,4 - Clean
4451,89,4203.99,47.24,23,1,147.6,1.124,3 - Watch
4452,90,5227.85,58.09,23,0,0.0,0.0,4 - Clean
4453,99,5390.67,54.45,34,0,0.0,0.0,4 - Clean
4454,95,4351.37,45.8,28,0,0.0,0.0,4 - Clean
4455,95,5108.64,53.78,29,0,0.0,0.0,4 - Clean
4456,70,3081.57,44.02,17,0,0.0,0.0,4 - Clean
4457,88,5420.3,61.59,28,0,0.0,0.0,4 - Clean
4458,128,6857.04,53.57,36,0,0.0,0.0,4 - Clean
4459,100,4365.81,43.66,28,0,0.0,0.0,4 - Clean
4460,93,5136.74,55.23,33,0,0.0,0.0,4 - Clean
4461,74,4526.1,61.16,25,0,0.0,0.0,4 - Clean
4462,97,5294.14,54.58,37,1,241.97,1.031,3 - Watch
4463,100,5655.7,56.56,28,0,0.0,0.0,4 - Clean
4464,123,7015.52,57.04,35,1,84.1,0.813,3 - Watch
4465,132,7589.79,57.5,42,1,367.3,0.758,3 - Watch
4466,94,5327.74,56.68,31,0,0.0,0.0,4 - Clean
4467,82,4403.57,53.7,27,0,0.0,0.0,4 - Clean
4468,63,2526.36,40.1,25,0,0.0,0.0,4 - Clean
4469,69,3941.88,57.13,26,0,0.0,0.0,4 - Clean
4470,108,6170.98,57.14,34,0,0.0,0.0,4 - Clean
4471,74,3855.47,52.1,28,0,0.0,0.0,4 - Clean
4472,123,7283.94,59.22,35,0,0.0,0.0,4 - Clean
4473,103,5602.84,54.4,32,2,366.05,1.942,3 - Watch
4474,117,6253.02,53.44,34,1,239.03,0.855,3 - Watch
4475,91,3886.31,42.71,26,1,63.35,1.099,3 - Watch
4476,103,4362.63,42.36,38,0,0.0,0.0,4 - Clean
4477,25,1018.62,40.74,9,0,0.0,0.0,4 - Clean
4478,118,6264.43,53.09,40,2,85.5,1.695,3 - Watch
4479,81,3844.83,47.47,29,1,25.1,1.235,3 - Watch
4480,88,4460.04,50.68,27,0,0.0,0.0,4 - Clean
4481,88,4963.36,56.4,26,0,0.0,0.0,4 - Clean
4482,131,6685.46,51.03,26,0,0.0,0.0,4 - Clean
4483,70,4438.95,63.41,19,1,221.35,1.429,3 - Watch
4484,97,5821.54,60.02,33,0,0.0,0.0,4 - Clean
4485,112,5717.63,51.05,39,0,0.0,0.0,4 - Clean
4486,113,7131.78,63.11,35,0,0.0,0.0,4 - Clean
4487,84,4640.83,55.25,33,0,0.0,0.0,4 - Clean
4488,77,3073.71,39.92,25,2,116.45,2.597,2 - High
4489,58,3648.74,62.91,18,0,0.0,0.0,4 - Clean
4490,68,4457.52,65.55,28,0,0.0,0.0,4 - Clean
4491,49,2579.98,52.65,20,0,0.0,0.0,4 - Clean
4492,75,4043.63,53.92,26,22,1451.24,29.333,1 - Critical
4493,83,3792.0,45.69,30,1,224.97,1.205,3 - Watch
4494,93,4894.7,52.63,35,0,0.0,0.0,4 - Clean
4495,105,5512.48,52.5,31,0,0.0,0.0,4 - Clean
4496,56,3635.92,64.93,26,0,0.0,0.0,4 - Clean
4497,89,5237.59,58.85,33,0,0.0,0.0,4 - Clean
4498,62,3951.69,63.74,24,0,0.0,0.0,4 - Clean
4499,123,7273.53,59.13,36,0,0.0,0.0,4 - Clean
4500,61,3842.13,62.99,26,0,0.0,0.0,4 - Clean
4501,82,4419.65,53.9,27,0,0.0,0.0,4 - Clean
4502,92,4210.64,45.77,31,0,0.0,0.0,4 - Clean
4503,110,4823.79,43.85,36,1,153.3,0.909,3 - Watch
4504,109,5517.33,50.62,34,0,0.0,0.0,4 - Clean
4505,113,5303.11,46.93,28,1,166.3,0.885,3 - Watch
4506,121,8070.23,66.7,33,1,466.95,0.826,3 - Watch
4507,129,7367.78,57.11,42,1,204.3,0.775,3 - Watch
4508,53,3138.59,59.22,28,0,0.0,0.0,4 - Clean
4509,115,6564.89,57.09,41,1,253.85,0.87,3 - Watch
4510,117,5619.69,48.03,34,0,0.0,0.0,4 - Clean
4511,93,4133.28,44.44,26,0,0.0,0.0,4 - Clean
4512,77,4585.69,59.55,30,0,0.0,0.0,4 - Clean
4513,120,5704.9,47.54,35,0,0.0,0.0,4 - Clean
4514,69,3679.32,53.32,33,0,0.0,0.0,4 - Clean
4515,58,3545.41,61.13,24,0,0.0,0.0,4 - Clean
4516,96,4713.63,49.1,29,0,0.0,0.0,4 - Clean
4517,100,5055.6,50.56,28,0,0.0,0.0,4 - Clean
4518,54,3433.55,63.58,22,1,343.65,1.852,3 - Watch
4519,109,6245.33,57.3,33,0,0.0,0.0,4 - Clean
4520,130,6912.64,53.17,41,0,0.0,0.0,4 - Clean
4521,105,5459.59,52.0,35,1,255.76,0.952,3 - Watch
4522,80,4233.22,52.92,31,0,0.0,0.0,4 - Clean
4523,106,6302.46,59.46,35,0,0.0,0.0,4 - Clean
4524,84,4149.79,49.4,26,0,0.0,0.0,4 - Clean
4525,64,4020.6,62.82,22,0,0.0,0.0,4 - Clean
4526,90,5382.44,59.8,36,0,0.0,0.0,4 - Clean
4527,73,4820.96,66.04,18,0,0.0,0.0,4 - Clean
4528,78,4506.76,57.78,34,0,0.0,0.0,4 - Clean
4529,115,6329.54,55.04,36,0,0.0,0.0,4 - Clean
4530,87,4024.16,46.25,31,0,0.0,0.0,4 - Clean
4531,105,5074.49,48.33,31,0,0.0,0.0,4 - Clean
4532,120,7810.47,65.09,35,2,521.9,1.667,3 - Watch
4533,82,4361.0,53.18,25,0,0.0,0.0,4 - Clean
4534,83,4268.13,51.42,34,0,0.0,0.0,4 - Clean
4535,86,3191.16,37.11,26,0,0.0,0.0,4 - Clean
4536,75,3451.98,46.03,30,0,0.0,0.0,4 - Clean
4537,127,7337.68,57.78,34,0,0.0,0.0,4 - Clean
4538,142,7243.56,51.01,45,0,0.0,0.0,4 - Clean
4539,83,4655.87,56.09,26,0,0.0,0.0,4 - Clean
4540,45,2775.95,61.69,20,0,0.0,0.0,4 - Clean
4541,79,5262.85,66.62,21,0,0.0,0.0,4 - Clean
4542,75,4165.01,55.53,22,0,0.0,0.0,4 - Clean
4543,79,4205.25,53.23,24,0,0.0,0.0,4 - Clean
4544,113,6194.55,54.82,36,1,218.1,0.885,3 - Watch
4545,69,4298.78,62.3,26,0,0.0,0.0,4 - Clean
4546,99,5026.6,50.77,28,1,567.15,1.01,3 - Watch
4547,73,3233.1,44.29,27,0,0.0,0.0,4 - Clean
4548,121,6374.29,52.68,37,0,0.0,0.0,4 - Clean
4549,88,3925.59,44.61,28,0,0.0,0.0,4 - Clean
4550,70,3565.79,50.94,28,0,0.0,0.0,4 - Clean
4551,60,3550.74,59.18,28,0,0.0,0.0,4 - Clean
4552,123,7936.06,64.52,33,2,706.8,1.626,3 - Watch
4553,107,5707.81,53.34,40,0,0.0,0.0,4 - Clean
4554,61,3619.05,59.33,25,0,0.0,0.0,4 - Clean
4555,84,4563.21,54.32,24,0,0.0,0.0,4 - Clean
4556,60,2151.91,35.87,26,0,0.0,0.0,4 - Clean
4557,61,3620.78,59.36,24,0,0.0,0.0,4 - Clean
4558,49,2202.59,44.95,15,1,231.65,2.041,2 - High
4559,62,2502.79,40.37,25,0,0.0,0.0,4 - Clean
4560,127,6362.54,50.1,41,0,0.0,0.0,4 - Clean
4561,80,4588.09,57.35,27,0,0.0,0.0,4 - Clean
4562,136,6622.68,48.7,46,0,0.0,0.0,4 - Clean
4563,47,1816.65,38.65,19,0,0.0,0.0,4 - Clean
4564,77,3970.41,51.56,32,0,0.0,0.0,4 - Clean
4565,65,3411.92,52.49,32,0,0.0,0.0,4 - Clean
4566,124,7233.57,58.34,38,1,169.85,0.806,3 - Watch
4567,99,4546.2,45.92,32,0,0.0,0.0,4 - Clean
4568,119,6167.96,51.83,40,0,0.0,0.0,4 - Clean
4569,66,3515.63,53.27,19,0,0.0,0.0,4 - Clean
4570,115,5963.73,51.86,39,1,229.9,0.87,3 - Watch
4571,73,3327.83,45.59,32,0,0.0,0.0,4 - Clean
4572,79,3699.69,46.83,28,0,0.0,0.0,4 - Clean
4573,93,5221.06,56.14,27,1,208.55,1.075,3 - Watch
4574,63,4435.89,70.41,20,0,0.0,0.0,4 - Clean
4575,96,5198.59,54.15,29,1,226.4,1.042,3 - Watch
4576,167,9111.45,54.56,41,1,229.82,0.599,3 - Watch
4577,96,5424.6,56.51,32,1,344.6,1.042,3 - Watch
4578,80,3987.51,49.84,34,0,0.0,0.0,4 - Clean
4579,81,4591.94,56.69,33,0,0.0,0.0,4 - Clean
4580,106,5595.81,52.79,40,0,0.0,0.0,4 - Clean
4581,48,2209.41,46.03,23,0,0.0,0.0,4 - Clean
4582,103,5755.81,55.88,29,1,25.25,0.971,3 - Watch
4583,89,3747.99,42.11,30,0,0.0,0.0,4 - Clean
4584,139,6496.36,46.74,40,0,0.0,0.0,4 - Clean
4585,54,2811.7,52.07,27,0,0.0,0.0,4 - Clean
4586,79,4794.2,60.69,32,0,0.0,0.0,4 - Clean
4587,64,3530.98,55.17,25,0,0.0,0.0,4 - Clean
4588,52,3019.21,58.06,15,0,0.0,0.0,4 - Clean
4589,96,4946.45,51.53,33,0,0.0,0.0,4 - Clean
4590,74,3660.36,49.46,26,0,0.0,0.0,4 - Clean
4591,70,3505.39,50.08,22,1,44.25,1.429,3 - Watch
4592,110,6379.47,58.0,31,2,847.95,1.818,3 - Watch
4593,132,7365.8,55.8,37,1,494.2,0.758,3 - Watch
4594,107,5753.69,53.77,33,1,242.5,0.935,3 - Watch
4595,78,3598.6,46.14,28,0,0.0,0.0,4 - Clean
4596,70,3676.01,52.51,24,0,0.0,0.0,4 - Clean
4597,122,6517.77,53.42,36,0,0.0,0.0,4 - Clean
4598,105,6941.74,66.11,42,2,568.65,1.905,3 - Watch
4599,102,5713.09,56.01,30,0,0.0,0.0,4 - Clean
4600,107,6395.69,59.77,38,0,0.0,0.0,4 - Clean
4601,42,2731.17,65.03,15,0,0.0,0.0,4 - Clean
4602,71,4052.52,57.08,23,0,0.0,0.0,4 - Clean
4603,65,3036.85,46.72,26,0,0.0,0.0,4 - Clean
4604,61,3526.45,57.81,17,1,662.3,1.639,3 - Watch
4605,87,4376.51,50.3,34,1,233.41,1.149,3 - Watch
4606,78,4264.45,54.67,32,1,446.2,1.282,3 - Watch
4607,105,5824.46,55.47,31,1,411.45,0.952,3 - Watch
4608,93,4706.08,50.6,36,0,0.0,0.0,4 - Clean
4609,95,5678.27,59.77,37,0,0.0,0.0,4 - Clean
4610,110,5491.2,49.92,35,0,0.0,0.0,4 - Clean
4611,94,4749.19,50.52,37,0,0.0,0.0,4 - Clean
4612,84,4315.93,51.38,27,0,0.0,0.0,4 - Clean
4613,93,5303.58,57.03,37,1,100.1,1.075,3 - Watch
4614,79,4486.13,56.79,25,0,0.0,0.0,4 - Clean
4615,112,6135.62,54.78,30,1,92.65,0.893,3 - Watch
4616,99,5226.29,52.79,34,0,0.0,0.0,4 - Clean
4617,89,5293.94,59.48,27,0,0.0,0.0,4 - Clean
4618,83,4838.81,58.3,31,0,0.0,0.0,4 - Clean
4619,112,6232.94,55.65,30,0,0.0,0.0,4 - Clean
4620,95,5028.71,52.93,28,0,0.0,0.0,4 - Clean
4621,52,2939.16,56.52,21,0,0.0,0.0,4 - Clean
4622,74,4234.38,57.22,25,0,0.0,0.0,4 - Clean
4623,81,4194.44,51.78,31,0,0.0,0.0,4 - Clean
4624,86,3698.76,43.01,29,0,0.0,0.0,4 - Clean
4625,135,7204.45,53.37,42,0,0.0,0.0,4 - Clean
4626,97,5483.94,56.54,30,0,0.0,0.0,4 - Clean
4627,82,5185.72,63.24,22,0,0.0,0.0,4 - Clean
4628,63,2740.1,43.49,26,0,0.0,0.0,4 - Clean
4629,109,5783.19,53.06,35,34,1696.18,31.193,1 - Critical
4630,91,4659.61,51.2,29,0,0.0,0.0,4 - Clean
4631,144,7297.07,50.67,36,0,0.0,0.0,4 - Clean
4632,79,3756.35,47.55,25,0,0.0,0.0,4 - Clean
4633,82,4084.47,49.81,29,0,0.0,0.0,4 - Clean
4634,72,3725.35,51.74,24,0,0.0,0.0,4 - Clean
4635,105,5285.35,50.34,28,0,0.0,0.0,4 - Clean
4636,153,7993.25,52.24,39,0,0.0,0.0,4 - Clean
4637,98,5021.51,51.24,34,0,0.0,0.0,4 - Clean
4638,74,4909.21,66.34,31,0,0.0,0.0,4 - Clean
4639,49,3238.62,66.09,25,0,0.0,0.0,4 - Clean
4640,106,5050.04,47.64,31,0,0.0,0.0,4 - Clean
4641,48,2073.15,43.19,22,1,83.65,2.083,2 - High
4642,106,5129.22,48.39,35,0,0.0,0.0,4 - Clean
4643,99,5081.48,51.33,34,0,0.0,0.0,4 - Clean
4644,79,4684.22,59.29,29,0,0.0,0.0,4 - Clean
4645,102,5045.56,49.47,34,0,0.0,0.0,4 - Clean
4646,73,4470.28,61.24,26,1,209.85,1.37,3 - Watch
4647,81,5210.48,64.33,25,0,0.0,0.0,4 - Clean
4648,76,3484.37,45.85,28,0,0.0,0.0,4 - Clean
4649,81,5021.55,61.99,30,0,0.0,0.0,4 - Clean
4650,67,3209.36,47.9,21,0,0.0,0.0,4 - Clean
4651,72,4316.54,59.95,17,0,0.0,0.0,4 - Clean
4652,72,4299.22,59.71,27,0,0.0,0.0,4 - Clean
4653,78,4477.79,57.41,25,0,0.0,0.0,4 - Clean
4654,82,3199.32,39.02,29,0,0.0,0.0,4 - Clean
4655,106,6244.21,58.91,28,0,0.0,0.0,4 - Clean
4656,133,6955.6,52.3,40,0,0.0,0.0,4 - Clean
4657,107,6105.1,57.06,33,0,0.0,0.0,4 - Clean
4658,94,4737.39,50.4,37,0,0.0,0.0,4 - Clean
4659,48,2684.6,55.93,22,0,0.0,0.0,4 - Clean
4660,69,4653.84,67.45,25,1,81.9,1.449,3 - Watch
4661,81,4215.02,52.04,26,1,518.1,1.235,3 - Watch
4662,87,4642.9,53.37,30,0,0.0,0.0,4 - Clean
4663,109,7176.45,65.84,37,0,0.0,0.0,4 - Clean
4664,102,4619.98,45.29,36,0,0.0,0.0,4 - Clean
4665,102,4196.0,41.14,32,0,0.0,0.0,4 - Clean
4666,109,5344.02,49.03,34,0,0.0,0.0,4 - Clean
4667,86,4831.52,56.18,24,0,0.0,0.0,4 - Clean
4668,101,5430.21,53.76,32,0,0.0,0.0,4 - Clean
4669,126,5874.39,46.62,34,1,259.8,0.794,3 - Watch
4670,93,5551.7,59.7,36,0,0.0,0.0,4 - Clean
4671,88,4534.12,51.52,26,0,0.0,0.0,4 - Clean
4672,78,4520.16,57.95,27,0,0.0,0.0,4 - Clean
4673,97,5390.9,55.58,29,0,0.0,0.0,4 - Clean
4674,94,5061.38,53.84,30,1,39.4,1.064,3 - Watch
4675,83,4293.17,51.72,31,1,316.45,1.205,3 - Watch
4676,139,6726.94,48.4,41,0,0.0,0.0,4 - Clean
4677,99,4033.89,40.75,30,0,0.0,0.0,4 - Clean
4678,71,3447.2,48.55,29,0,0.0,0.0,4 - Clean
4679,79,4719.09,59.74,30,0,0.0,0.0,4 - Clean
4680,98,5018.2,51.21,30,0,0.0,0.0,4 - Clean
4681,120,7204.57,60.04,34,0,0.0,0.0,4 - Clean
4682,94,5411.8,57.57,36,0,0.0,0.0,4 - Clean
4683,102,5245.39,51.43,32,0,0.0,0.0,4 - Clean
4684,72,2778.34,38.59,21,15,456.34,20.833,1 - Critical
4685,92,4911.32,53.38,24,0,0.0,0.0,4 - Clean
4686,96,4722.47,49.19,34,1,60.95,1.042,3 - Watch
4687,76,4188.28,55.11,25,1,223.24,1.316,3 - Watch
4688,88,3571.78,40.59,22,0,0.0,0.0,4 - Clean
4689,105,4569.96,43.52,37,1,100.4,0.952,3 - Watch
4690,78,4682.71,60.03,29,1,346.7,1.282,3 - Watch
4691,69,3414.49,49.49,23,1,140.25,1.449,3 - Watch
4692,126,7190.76,57.07,39,0,0.0,0.0,4 - Clean
4693,81,3515.81,43.41,32,1,237.47,1.235,3 - Watch
4694,57,2645.8,46.42,19,0,0.0,0.0,4 - Clean
4695,81,3892.79,48.06,27,0,0.0,0.0,4 - Clean
4696,97,5467.5,56.37,32,0,0.0,0.0,4 - Clean
4697,64,3211.18,50.17,23,0,0.0,0.0,4 - Clean
4698,103,4703.21,45.66,31,1,174.15,0.971,3 - Watch
4699,67,3468.38,51.77,29,0,0.0,0.0,4 - Clean
4700,71,3762.74,53.0,26,0,0.0,0.0,4 - Clean
4701,102,5174.14,50.73,27,0,0.0,0.0,4 - Clean
4702,120,6385.86,53.22,43,1,54.05,0.833,3 - Watch
4703,60,2776.2,46.27,23,0,0.0,0.0,4 - Clean
4704,64,3331.04,52.05,17,0,0.0,0.0,4 - Clean
4705,103,5229.82,50.77,34,0,0.0,0.0,4 - Clean
4706,101,4092.4,40.52,32,0,0.0,0.0,4 - Clean
4707,52,3040.25,58.47,16,0,0.0,0.0,4 - Clean
4708,69,3078.85,44.62,25,0,0.0,0.0,4 - Clean
4709,93,4554.23,48.97,31,0,0.0,0.0,4 - Clean
4710,61,3643.95,59.74,15,0,0.0,0.0,4 - Clean
4711,147,8291.62,56.41,42,0,0.0,0.0,4 - Clean
4712,71,3158.29,44.48,20,0,0.0,0.0,4 - Clean
4713,95,5785.37,60.9,32,0,0.0,0.0,4 - Clean
4714,75,3944.46,52.59,30,0,0.0,0.0,4 - Clean
4715,68,3976.61,58.48,23,0,0.0,0.0,4 - Clean
4716,68,4740.98,69.72,28,0,0.0,0.0,4 - Clean
4717,76,4967.58,65.36,25,0,0.0,0.0,4 - Clean
4718,125,6584.69,52.68,42,1,346.9,0.8,3 - Watch
4719,78,4821.08,61.81,27,1,248.19,1.282,3 - Watch
4720,74,3485.03,47.1,31,0,0.0,0.0,4 - Clean
4721,88,4775.55,54.27,28,0,0.0,0.0,4 - Clean
4722,75,4770.48,63.61,23,0,0.0,0.0,4 - Clean
4723,126,6508.79,51.66,38,3,672.1,2.381,2 - High
4724,65,3638.31,55.97,27,0,0.0,0.0,4 - Clean
4725,100,4877.58,48.78,31,0,0.0,0.0,4 - Clean
4726,97,5547.12,57.19,26,0,0.0,0.0,4 - Clean
4727,111,6715.36,60.5,34,0,0.0,0.0,4 - Clean
4728,77,3819.15,49.6,26,0,0.0,0.0,4 - Clean
4729,78,3339.3,42.81,30,0,0.0,0.0,4 - Clean
4730,98,5451.48,55.63,31,0,0.0,0.0,4 - Clean
4731,102,5122.3,50.22,30,0,0.0,0.0,4 - Clean
4732,98,5771.54,58.89,36,0,0.0,0.0,4 - Clean
4733,84,5262.11,62.64,27,0,0.0,0.0,4 - Clean
4734,99,4074.15,41.15,32,0,0.0,0.0,4 - Clean
4735,92,3775.6,41.04,31,0,0.0,0.0,4 - Clean
4736,83,4872.74,58.71,31,0,0.0,0.0,4 - Clean
4737,95,5888.67,61.99,31,1,235.63,1.053,3 - Watch
4738,91,4106.52,45.13,32,0,0.0,0.0,4 - Clean
4739,115,5652.61,49.15,37,1,38.85,0.87,3 - Watch
4740,108,5518.15,51.09,35,0,0.0,0.0,4 - Clean
4741,78,4711.97,60.41,26,1,378.35,1.282,3 - Watch
4742,114,7100.24,62.28,35,0,0.0,0.0,4 - Clean
4743,92,5282.27,57.42,37,1,220.42,1.087,3 - Watch
4744,95,6859.69,72.21,29,2,1113.1,2.105,2 - High
4745,72,3056.78,42.46,25,0,0.0,0.0,4 - Clean
4746,87,5938.75,68.26,28,1,302.75,1.149,3 - Watch
4747,69,3628.1,52.58,26,0,0.0,0.0,4 - Clean
4748,56,2531.49,45.21,22,0,0.0,0.0,4 - Clean
4749,112,6747.11,60.24,31,0,0.0,0.0,4 - Clean
4750,67,3311.35,49.42,24,1,541.5,1.493,3 - Watch
4751,87,5073.74,58.32,27,0,0.0,0.0,4 - Clean
4752,78,4080.29,52.31,26,0,0.0,0.0,4 - Clean
4753,100,4711.17,47.11,32,0,0.0,0.0,4 - Clean
4754,115,5576.31,48.49,36,0,0.0,0.0,4 - Clean
4755,98,5359.91,54.69,33,0,0.0,0.0,4 - Clean
4756,73,4101.56,56.19,28,0,0.0,0.0,4 - Clean
4757,88,5078.22,57.71,30,0,0.0,0.0,4 - Clean
4758,131,8165.28,62.33,36,0,0.0,0.0,4 - Clean
4759,87,4000.69,45.98,27,0,0.0,0.0,4 - Clean
4760,77,3675.68,47.74,17,0,0.0,0.0,4 - Clean
4761,89,5338.17,59.98,32,0,0.0,0.0,4 - Clean
4762,75,3751.16,50.02,27,0,0.0,0.0,4 - Clean
4763,46,2375.06,51.63,19,0,0.0,0.0,4 - Clean
4764,119,6283.01,52.8,40,1,240.09,0.84,3 - Watch
4765,98,5033.71,51.36,31,0,0.0,0.0,4 - Clean
4766,47,3009.38,64.03,24,1,281.5,2.128,2 - High
4767,64,3533.71,55.21,27,0,0.0,0.0,4 - Clean
4768,88,5634.34,64.03,31,0,0.0,0.0,4 - Clean
4769,79,5341.67,67.62,24,0,0.0,0.0,4 - Clean
4770,44,2207.89,50.18,14,0,0.0,0.0,4 - Clean
4771,86,5467.04,63.57,33,29,2207.92,33.721,1 - Critical
4772,87,5010.32,57.59,31,0,0.0,0.0,4 - Clean
4773,61,3447.59,56.52,24,1,332.95,1.639,3 - Watch
4774,59,2452.21,41.56,15,18,800.11,30.508,1 - Critical
4775,57,3077.59,53.99,23,0,0.0,0.0,4 - Clean
4776,52,3079.21,59.22,20,1,220.65,1.923,3 - Watch
4777,127,7550.44,59.45,35,0,0.0,0.0,4 - Clean
4778,69,4201.07,60.89,25,0,0.0,0.0,4 - Clean
4779,90,5053.63,56.15,34,0,0.0,0.0,4 - Clean
4780,87,4213.84,48.43,23,1,91.2,1.149,3 - Watch
4781,60,4001.8,66.7,23,0,0.0,0.0,4 - Clean
4782,93,5777.84,62.13,33,0,0.0,0.0,4 - Clean
4783,68,4286.32,63.03,27,0,0.0,0.0,4 - Clean
4784,93,4700.84,50.55,38,0,0.0,0.0,4 - Clean
4785,103,6512.83,63.23,33,1,189.7,0.971,3 - Watch
4786,125,6497.18,51.98,34,0,0.0,0.0,4 - Clean
4787,68,3191.16,46.93,25,0,0.0,0.0,4 - Clean
4788,85,5660.4,66.59,25,0,0.0,0.0,4 - Clean
4789,59,3006.08,50.95,22,0,0.0,0.0,4 - Clean
4790,88,4837.59,54.97,32,0,0.0,0.0,4 - Clean
4791,124,5659.75,45.64,43,0,0.0,0.0,4 - Clean
4792,80,4937.85,61.72,38,0,0.0,0.0,4 - Clean
4793,86,5703.28,66.32,29,1,329.4,1.163,3 - Watch
4794,68,4360.97,64.13,24,0,0.0,0.0,4 - Clean
4795,90,3960.98,44.01,25,0,0.0,0.0,4 - Clean
4796,82,4562.01,55.63,26,0,0.0,0.0,4 - Clean
4797,89,4659.47,52.35,30,0,0.0,0.0,4 - Clean
4798,86,3860.59,44.89,26,0,0.0,0.0,4 - Clean
4799,77,4693.48,60.95,29,0,0.0,0.0,4 - Clean
4800,92,5736.23,62.35,26,0,0.0,0.0,4 - Clean
4801,96,5269.97,54.9,34,1,189.15,1.042,3 - Watch
4802,108,7277.25,67.38,35,0,0.0,0.0,4 - Clean
4803,69,3516.58,50.96,33,0,0.0,0.0,4 - Clean
4804,77,5037.26,65.42,31,1,421.6,1.299,3 - Watch
4805,91,4917.76,54.04,32,0,0.0,0.0,4 - Clean
4806,57,2960.02,51.93,21,0,0.0,0.0,4 - Clean
4807,113,6809.95,60.27,42,0,0.0,0.0,4 - Clean
4808,99,6808.12,68.77,33,0,0.0,0.0,4 - Clean
4809,104,5537.24,53.24,34,0,0.0,0.0,4 - Clean
4810,69,3626.75,52.56,30,0,0.0,0.0,4 - Clean
4811,97,5684.33,58.6,34,0,0.0,0.0,4 - Clean
