rank,pct_terminals,fraud_volume,cum,cum_pct
1276,12.76,242.27,767257.4400000001,82.69
1277,12.77,242.0,767499.4400000001,82.72
1278,12.78,241.99,767741.43,82.75
1279,12.79,241.97,767983.4,82.77
1280,12.8,241.95,768225.35,82.8
1281,12.81,241.95,768467.2999999999,82.82
1282,12.82,241.86,768709.1599999999,82.85
1283,12.83,241.55,768950.71,82.88
1284,12.84,241.5,769192.21,82.9
1285,12.85,241.17,769433.38,82.93
1286,12.86,241.0,769674.38,82.95
1287,12.87,240.95,769915.33,82.98
1288,12.88,240.55,770155.88,83.01
1289,12.89,240.42,770396.3,83.03
1290,12.9,240.4,770636.7000000001,83.06
1291,12.91,240.36,770877.06,83.08
1292,12.92,240.36,771117.42,83.11
1293,12.93,240.35,771357.77,83.14
1294,12.94,240.25,771598.02,83.16
1295,12.95,240.17,771838.1900000001,83.19
1296,12.96,240.16,772078.3500000001,83.21
1297,12.97,240.16,772318.5100000001,83.24
1298,12.98,240.14,772558.6500000001,83.27
1299,12.99,240.09,772798.7400000001,83.29
1300,13.0,240.07,773038.81,83.32
1301,13.01,239.93,773278.7400000001,83.34
1302,13.02,239.9,773518.6400000001,83.37
1303,13.03,239.9,773758.5400000002,83.39
1304,13.04,239.87,773998.4100000001,83.42
1305,13.05,239.65,774238.0600000002,83.45
1306,13.06,239.6,774477.6600000001,83.47
1307,13.07,239.5,774717.1600000001,83.5
1308,13.08,239.35,774956.5100000001,83.52
1309,13.09,239.03,775195.5400000002,83.55
1310,13.1,239.0,775434.5400000002,83.58
1311,13.11,238.86,775673.4000000001,83.6
1312,13.12,238.81,775912.2100000002,83.63
1313,13.13,238.78,776150.9900000002,83.65
1314,13.14,238.76,776389.7500000002,83.68
1315,13.15,238.75,776628.5000000002,83.7
1316,13.16,238.6,776867.1000000002,83.73
1317,13.17,238.46,777105.5600000002,83.76
1318,13.18,238.1,777343.6600000001,83.78
1319,13.19,238.1,777581.7600000001,83.81
1320,13.2,237.9,777819.6600000001,83.83
1321,13.21,237.75,778057.4100000001,83.86
1322,13.22,237.61,778295.0200000001,83.88
1323,13.23,237.55,778532.5700000002,83.91
1324,13.24,237.55,778770.1200000002,83.93
1325,13.25,237.5,779007.6200000002,83.96
1326,13.26,237.49,779245.1100000002,83.99
1327,13.27,237.47,779482.5800000002,84.01
1328,13.28,237.43,779720.0100000002,84.04
1329,13.29,237.33,779957.3400000002,84.06
1330,13.3,237.33,780194.6700000002,84.09
1331,13.31,237.3,780431.9700000002,84.11
1332,13.32,237.15,780669.1200000002,84.14
1333,13.33,237.11,780906.2300000002,84.16
1334,13.34,237.03,781143.2600000002,84.19
1335,13.35,236.49,781379.7500000002,84.22
1336,13.36,236.3,781616.0500000003,84.24
1337,13.37,236.15,781852.2000000003,84.27
1338,13.38,236.06,782088.2600000004,84.29
1339,13.39,236.04,782324.3000000004,84.32
1340,13.4,235.8,782560.1000000004,84.34
1341,13.41,235.73,782795.8300000004,84.37
1342,13.42,235.7,783031.5300000004,84.39
1343,13.43,235.67,783267.2000000004,84.42
1344,13.44,235.66,783502.8600000005,84.44
1345,13.45,235.65,783738.5100000005,84.47
1346,13.46,235.63,783974.1400000005,84.5
1347,13.47,235.61,784209.7500000005,84.52
1348,13.48,235.45,784445.2000000004,84.55
1349,13.49,235.44,784680.6400000004,84.57
1350,13.5,235.36,784916.0000000003,84.6
1351,13.51,235.2,785151.2000000003,84.62
1352,13.52,234.98,785386.1800000003,84.65
1353,13.53,234.9,785621.0800000003,84.67
1354,13.54,234.81,785855.8900000004,84.7
1355,13.55,234.77,786090.6600000004,84.72
1356,13.56,234.75,786325.4100000004,84.75
1357,13.57,234.65,786560.0600000004,84.77
1358,13.58,234.54,786794.6000000004,84.8
1359,13.59,234.48,787029.0800000004,84.82
1360,13.6,234.43,787263.5100000005,84.85
1361,13.61,234.42,787497.9300000005,84.88
1362,13.62,234.38,787732.3100000005,84.9
1363,13.63,234.28,787966.5900000005,84.93
1364,13.64,234.25,788200.8400000005,84.95
1365,13.65,234.2,788435.0400000005,84.98
1366,13.66,234.12,788669.1600000005,85.0
1367,13.67,234.04,788903.2000000005,85.03
1368,13.68,234.04,789137.2400000006,85.05
1369,13.69,234.01,789371.2500000006,85.08
1370,13.7,233.95,789605.2000000005,85.1
1371,13.71,233.89,789839.0900000005,85.13
1372,13.72,233.74,790072.8300000005,85.15
1373,13.73,233.67,790306.5000000006,85.18
1374,13.74,233.63,790540.1300000006,85.2
1375,13.75,233.49,790773.6200000006,85.23
1376,13.76,233.41,791007.0300000006,85.25
1377,13.77,233.3,791240.3300000007,85.28
1378,13.78,233.25,791473.5800000007,85.3
1379,13.79,233.07,791706.6500000006,85.33
1380,13.8,232.92,791939.5700000006,85.35
1381,13.81,232.89,792172.4600000007,85.38
1382,13.82,232.66,792405.1200000007,85.4
1383,13.83,232.48,792637.6000000007,85.43
1384,13.84,232.46,792870.0600000006,85.45
1385,13.85,232.37,793102.4300000006,85.48
1386,13.86,231.85,793334.2800000006,85.5
1387,13.87,231.75,793566.0300000006,85.53
1388,13.88,231.7,793797.7300000006,85.55
1389,13.89,231.69,794029.4200000005,85.58
1390,13.9,231.65,794261.0700000005,85.6
1391,13.91,231.64,794492.7100000005,85.63
1392,13.92,231.56,794724.2700000006,85.65
1393,13.93,231.5,794955.7700000006,85.68
1394,13.94,231.43,795187.2000000007,85.7
1395,13.95,231.3,795418.5000000007,85.73
1396,13.96,231.28,795649.7800000007,85.75
1397,13.97,231.25,795881.0300000007,85.78
1398,13.98,231.1,796112.1300000007,85.8
1399,13.99,231.08,796343.2100000007,85.83
1400,14.0,231.04,796574.2500000007,85.85
1401,14.01,231.0,796805.2500000007,85.88
1402,14.02,230.94,797036.1900000006,85.9
1403,14.03,230.91,797267.1000000007,85.93
1404,14.04,230.81,797497.9100000007,85.95
1405,14.05,230.8,797728.7100000008,85.98
1406,14.06,230.79,797959.5000000008,86.0
1407,14.07,230.67,798190.1700000009,86.03
1408,14.08,230.66,798420.8300000009,86.05
1409,14.09,230.6,798651.4300000009,86.08
1410,14.1,230.49,798881.9200000009,86.1
1411,14.11,230.39,799112.3100000009,86.13
1412,14.12,230.34,799342.6500000008,86.15
1413,14.13,230.28,799572.9300000009,86.18
1414,14.14,230.24,799803.1700000009,86.2
1415,14.15,230.24,800033.4100000008,86.23
1416,14.16,229.97,800263.3800000008,86.25
1417,14.17,229.93,800493.3100000009,86.28
1418,14.18,229.9,800723.2100000009,86.3
1419,14.19,229.82,800953.0300000008,86.33
1420,14.2,229.76,801182.7900000009,86.35
1421,14.21,229.71,801412.5000000008,86.38
1422,14.22,229.61,801642.1100000008,86.4
1423,14.23,229.6,801871.7100000008,86.42
1424,14.24,229.59,802101.3000000007,86.45
1425,14.25,229.27,802330.5700000008,86.47
1426,14.26,229.21,802559.7800000007,86.5
1427,14.27,229.17,802788.9500000008,86.52
1428,14.28,229.12,803018.0700000008,86.55
1429,14.29,228.85,803246.9200000007,86.57
1430,14.3,228.82,803475.7400000007,86.6
1431,14.31,228.81,803704.5500000007,86.62
1432,14.32,228.76,803933.3100000008,86.65
1433,14.33,228.75,804162.0600000008,86.67
1434,14.34,228.7,804390.7600000007,86.7
1435,14.35,228.6,804619.3600000007,86.72
1436,14.36,228.58,804847.9400000006,86.75
1437,14.37,228.51,805076.4500000007,86.77
1438,14.38,228.45,805304.9000000006,86.79
1439,14.39,228.3,805533.2000000007,86.82
1440,14.4,228.2,805761.4000000006,86.84
1441,14.41,228.17,805989.5700000006,86.87
1442,14.42,228.17,806217.7400000007,86.89
1443,14.43,228.17,806445.9100000007,86.92
1444,14.44,228.13,806674.0400000007,86.94
1445,14.45,228.08,806902.1200000007,86.97
1446,14.46,227.98,807130.1000000007,86.99
1447,14.47,227.97,807358.0700000006,87.02
1448,14.48,227.93,807586.0000000007,87.04
1449,14.49,227.81,807813.8100000008,87.07
1450,14.5,227.79,808041.6000000008,87.09
1451,14.51,227.7,808269.3000000007,87.11
1452,14.52,227.64,808496.9400000008,87.14
1453,14.53,227.63,808724.5700000008,87.16
1454,14.54,227.56,808952.1300000008,87.19
1455,14.55,227.45,809179.5800000008,87.21
1456,14.56,227.44,809407.0200000007,87.24
1457,14.57,227.43,809634.4500000008,87.26
1458,14.58,227.35,809861.8000000007,87.29
1459,14.59,227.24,810089.0400000007,87.31
1460,14.6,227.16,810316.2000000008,87.33
1461,14.61,227.16,810543.3600000008,87.36
1462,14.62,227.11,810770.4700000008,87.38
1463,14.63,227.07,810997.5400000007,87.41
1464,14.64,227.01,811224.5500000007,87.43
1465,14.65,226.97,811451.5200000007,87.46
1466,14.66,226.91,811678.4300000007,87.48
1467,14.67,226.88,811905.3100000008,87.51
1468,14.68,226.85,812132.1600000007,87.53
1469,14.69,226.69,812358.8500000007,87.55
1470,14.7,226.68,812585.5300000007,87.58
1471,14.71,226.65,812812.1800000007,87.6
1472,14.72,226.61,813038.7900000007,87.63
1473,14.73,226.59,813265.3800000007,87.65
1474,14.74,226.56,813491.9400000008,87.68
1475,14.75,226.53,813718.4700000008,87.7
1476,14.76,226.52,813944.9900000008,87.73
1477,14.77,226.5,814171.4900000008,87.75
1478,14.78,226.5,814397.9900000008,87.77
1479,14.79,226.5,814624.4900000008,87.8
1480,14.8,226.41,814850.9000000008,87.82
1481,14.81,226.4,815077.3000000009,87.85
1482,14.82,226.4,815303.7000000009,87.87
1483,14.83,226.39,815530.0900000009,87.9
1484,14.84,226.36,815756.4500000009,87.92
1485,14.85,226.35,815982.8000000009,87.95
1486,14.86,226.34,816209.1400000008,87.97
1487,14.87,226.33,816435.4700000008,87.99
1488,14.88,226.3,816661.7700000008,88.02
1489,14.89,226.25,816888.0200000008,88.04
1490,14.9,226.15,817114.1700000009,88.07
1491,14.91,226.14,817340.3100000009,88.09
1492,14.92,226.09,817566.4000000008,88.12
1493,14.93,226.04,817792.4400000009,88.14
1494,14.94,225.95,818018.3900000008,88.16
1495,14.95,225.94,818244.3300000008,88.19
1496,14.96,225.86,818470.1900000008,88.21
1497,14.97,225.82,818696.0100000007,88.24
1498,14.98,225.72,818921.7300000007,88.26
1499,14.99,225.56,819147.2900000007,88.29
1500,15.0,225.52,819372.8100000008,88.31
1501,15.01,225.47,819598.2800000007,88.34
1502,15.02,225.42,819823.7000000008,88.36
1503,15.03,225.41,820049.1100000008,88.38
1504,15.04,225.41,820274.5200000008,88.41
1505,15.05,225.35,820499.8700000008,88.43
1506,15.06,225.18,820725.0500000009,88.46
1507,15.07,225.13,820950.1800000009,88.48
1508,15.08,224.97,821175.1500000008,88.51
1509,15.09,224.95,821400.1000000008,88.53
1510,15.1,224.93,821625.0300000008,88.55
1511,15.11,224.88,821849.9100000008,88.58
1512,15.12,224.86,822074.7700000008,88.6
1513,15.13,224.85,822299.6200000008,88.63
1514,15.14,224.8,822524.4200000009,88.65
1515,15.15,224.8,822749.2200000009,88.67
1516,15.16,224.8,822974.020000001,88.7
1517,15.17,224.67,823198.690000001,88.72
1518,15.18,224.64,823423.330000001,88.75
1519,15.19,224.52,823647.850000001,88.77
1520,15.2,224.5,823872.350000001,88.8
1521,15.21,224.35,824096.700000001,88.82
1522,15.22,224.22,824320.920000001,88.84
1523,15.23,224.2,824545.1200000009,88.87
1524,15.24,224.18,824769.300000001,88.89
1525,15.25,224.1,824993.400000001,88.92
1526,15.26,224.04,825217.440000001,88.94
1527,15.27,224.03,825441.470000001,88.96
1528,15.28,224.01,825665.480000001,88.99
1529,15.29,223.94,825889.420000001,89.01
1530,15.3,223.79,826113.210000001,89.04
1531,15.31,223.6,826336.810000001,89.06
1532,15.32,223.58,826560.390000001,89.09
1533,15.33,223.57,826783.9600000009,89.11
1534,15.34,223.56,827007.520000001,89.13
1535,15.35,223.54,827231.060000001,89.16
1536,15.36,223.53,827454.590000001,89.18
1537,15.37,223.47,827678.060000001,89.21
1538,15.38,223.44,827901.5000000009,89.23
1539,15.39,223.43,828124.930000001,89.25
1540,15.4,223.38,828348.310000001,89.28
1541,15.41,223.38,828571.690000001,89.3
1542,15.42,223.24,828794.930000001,89.33
1543,15.43,223.22,829018.150000001,89.35
1544,15.44,223.03,829241.180000001,89.37
1545,15.45,223.01,829464.190000001,89.4
1546,15.46,222.98,829687.170000001,89.42
1547,15.47,222.94,829910.1100000009,89.45
1548,15.48,222.87,830132.9800000009,89.47
1549,15.49,222.86,830355.8400000009,89.49
1550,15.5,222.83,830578.6700000009,89.52
1551,15.51,222.8,830801.4700000009,89.54
1552,15.52,222.62,831024.0900000009,89.57
1553,15.53,222.53,831246.6200000009,89.59
1554,15.54,222.45,831469.0700000009,89.61
1555,15.55,222.43,831691.5000000009,89.64
1556,15.56,222.41,831913.910000001,89.66
1557,15.57,222.4,832136.310000001,89.69
1558,15.58,222.39,832358.700000001,89.71
1559,15.59,222.38,832581.080000001,89.73
1560,15.6,222.26,832803.340000001,89.76
1561,15.61,222.19,833025.530000001,89.78
1562,15.62,222.17,833247.700000001,89.81
1563,15.63,222.14,833469.840000001,89.83
1564,15.64,222.11,833691.950000001,89.85
1565,15.65,222.05,833914.000000001,89.88
1566,15.66,222.04,834136.0400000011,89.9
1567,15.67,221.91,834357.9500000011,89.93
1568,15.68,221.91,834579.8600000012,89.95
1569,15.69,221.9,834801.7600000012,89.97
1570,15.7,221.86,835023.6200000012,90.0
1571,15.71,221.79,835245.4100000012,90.02
1572,15.72,221.79,835467.2000000012,90.05
1573,15.73,221.76,835688.9600000012,90.07
1574,15.74,221.74,835910.7000000012,90.09
1575,15.75,221.67,836132.3700000013,90.12
1576,15.76,221.64,836354.0100000013,90.14
1577,15.77,221.56,836575.5700000013,90.16
1578,15.78,221.55,836797.1200000014,90.19
1579,15.79,221.53,837018.6500000014,90.21
1580,15.8,221.45,837240.1000000014,90.24
1581,15.81,221.35,837461.4500000014,90.26
1582,15.82,221.35,837682.8000000013,90.28
1583,15.83,221.26,837904.0600000013,90.31
1584,15.84,221.22,838125.2800000013,90.33
1585,15.85,221.17,838346.4500000014,90.36
1586,15.86,221.13,838567.5800000014,90.38
1587,15.87,221.11,838788.6900000013,90.4
1588,15.88,221.1,839009.7900000013,90.43
1589,15.89,221.09,839230.8800000013,90.45
1590,15.9,221.04,839451.9200000013,90.47
1591,15.91,220.94,839672.8600000013,90.5
1592,15.92,220.84,839893.7000000012,90.52
1593,15.93,220.82,840114.5200000012,90.55
1594,15.94,220.8,840335.3200000012,90.57
1595,15.95,220.8,840556.1200000013,90.59
1596,15.96,220.8,840776.9200000013,90.62
1597,15.97,220.79,840997.7100000014,90.64
1598,15.98,220.75,841218.4600000014,90.67
1599,15.99,220.74,841439.2000000014,90.69
1600,16.0,220.73,841659.9300000013,90.71
1601,16.01,220.7,841880.6300000013,90.74
1602,16.02,220.69,842101.3200000012,90.76
1603,16.03,220.65,842321.9700000013,90.78
1604,16.04,220.64,842542.6100000013,90.81
1605,16.05,220.62,842763.2300000013,90.83
1606,16.06,220.62,842983.8500000013,90.86
1607,16.07,220.57,843204.4200000012,90.88
1608,16.08,220.55,843424.9700000013,90.9
1609,16.09,220.51,843645.4800000013,90.93
1610,16.1,220.49,843865.9700000013,90.95
1611,16.11,220.42,844086.3900000013,90.97
1612,16.12,220.38,844306.7700000013,91.0
1613,16.13,220.37,844527.1400000013,91.02
1614,16.14,220.3,844747.4400000013,91.05
1615,16.15,220.17,844967.6100000014,91.07
1616,16.16,220.06,845187.6700000014,91.09
1617,16.17,220.02,845407.6900000015,91.12
1618,16.18,219.25,845626.9400000015,91.14
1619,16.19,219.15,845846.0900000015,91.16
1620,16.2,218.1,846064.1900000015,91.19
1621,16.21,217.35,846281.5400000014,91.21
1622,16.22,216.94,846498.4800000014,91.23
1623,16.23,216.35,846714.8300000014,91.26
1624,16.24,216.2,846931.0300000013,91.28
1625,16.25,216.1,847147.1300000013,91.3
1626,16.26,215.8,847362.9300000013,91.33
1627,16.27,215.4,847578.3300000014,91.35
1628,16.28,215.05,847793.3800000014,91.37
1629,16.29,214.75,848008.1300000014,91.4
1630,16.3,214.45,848222.5800000014,91.42
1631,16.31,214.35,848436.9300000013,91.44
1632,16.32,213.85,848650.7800000013,91.47
1633,16.33,213.5,848864.2800000013,91.49
1634,16.34,213.0,849077.2800000013,91.51
1635,16.35,212.85,849290.1300000013,91.54
1636,16.36,212.25,849502.3800000013,91.56
1637,16.37,212.1,849714.4800000013,91.58
1638,16.38,211.85,849926.3300000012,91.6
1639,16.39,211.65,850137.9800000013,91.63
1640,16.4,211.5,850349.4800000013,91.65
1641,16.41,211.4,850560.8800000013,91.67
1642,16.42,211.35,850772.2300000013,91.7
1643,16.43,210.85,850983.0800000012,91.72
1644,16.44,210.5,851193.5800000012,91.74
1645,16.45,210.35,851403.9300000012,91.76
1646,16.46,209.95,851613.8800000012,91.79
1647,16.47,209.85,851823.7300000011,91.81
1648,16.48,209.8,852033.5300000012,91.83
1649,16.49,209.5,852243.0300000012,91.85
1650,16.5,208.55,852451.5800000012,91.88
1651,16.51,208.35,852659.9300000012,91.9
1652,16.52,208.35,852868.2800000012,91.92
1653,16.53,207.95,853076.2300000011,91.94
1654,16.54,206.95,853283.1800000011,91.97
1655,16.55,206.95,853490.130000001,91.99
1656,16.56,206.8,853696.9300000011,92.01
1657,16.57,206.65,853903.5800000011,92.03
1658,16.58,205.45,854109.0300000011,92.05
1659,16.59,205.2,854314.230000001,92.08
1660,16.6,205.2,854519.430000001,92.1
1661,16.61,205.1,854724.530000001,92.12
1662,16.62,205.1,854929.6300000009,92.14
1663,16.63,205.0,855134.6300000009,92.17
1664,16.64,204.95,855339.5800000009,92.19
1665,16.65,204.7,855544.2800000008,92.21
1666,16.66,204.65,855748.9300000009,92.23
1667,16.67,204.3,855953.2300000009,92.25
1668,16.68,200.95,856154.1800000009,92.28
1669,16.69,200.25,856354.4300000009,92.3
1670,16.7,199.9,856554.3300000009,92.32
1671,16.71,199.85,856754.1800000009,92.34
1672,16.72,199.7,856953.8800000008,92.36
1673,16.73,199.48,857153.3600000008,92.38
1674,16.74,198.6,857351.9600000008,92.4
1675,16.75,198.25,857550.2100000008,92.43
1676,16.76,197.9,857748.1100000008,92.45
1677,16.77,197.8,857945.9100000008,92.47
1678,16.78,197.6,858143.5100000008,92.49
1679,16.79,197.55,858341.0600000009,92.51
1680,16.8,197.35,858538.4100000008,92.53
1681,16.81,197.05,858735.4600000009,92.55
1682,16.82,196.9,858932.3600000009,92.57
1683,16.83,196.75,859129.1100000009,92.6
1684,16.84,196.25,859325.3600000009,92.62
1685,16.85,195.45,859520.8100000009,92.64
1686,16.86,195.4,859716.2100000009,92.66
1687,16.87,195.05,859911.2600000009,92.68
1688,16.88,194.65,860105.910000001,92.7
1689,16.89,194.05,860299.960000001,92.72
1690,16.9,193.8,860493.760000001,92.74
1691,16.91,193.5,860687.260000001,92.76
1692,16.92,193.2,860880.460000001,92.78
1693,16.93,193.05,861073.510000001,92.81
1694,16.94,192.75,861266.260000001,92.83
1695,16.95,192.7,861458.960000001,92.85
1696,16.96,192.7,861651.660000001,92.87
1697,16.97,192.5,861844.160000001,92.89
1698,16.98,191.95,862036.1100000009,92.91
1699,16.99,191.85,862227.9600000009,92.93
1700,17.0,191.75,862419.7100000009,92.95
1701,17.01,191.1,862610.8100000009,92.97
1702,17.02,190.9,862801.7100000009,92.99
1703,17.03,190.6,862992.3100000009,93.01
1704,17.04,190.4,863182.7100000009,93.03
1705,17.05,189.7,863372.4100000008,93.05
1706,17.06,189.6,863562.0100000008,93.07
1707,17.07,189.2,863751.2100000008,93.09
1708,17.08,189.15,863940.3600000008,93.11
1709,17.09,188.5,864128.8600000008,93.13
1710,17.1,188.3,864317.1600000008,93.15
1711,17.11,187.9,864505.0600000009,93.18
1712,17.12,187.85,864692.9100000008,93.2
1713,17.13,187.6,864880.5100000008,93.22
1714,17.14,187.3,865067.8100000009,93.24
1715,17.15,186.55,865254.3600000009,93.26
1716,17.16,185.4,865439.7600000009,93.28
1717,17.17,185.37,865625.1300000009,93.3
1718,17.18,185.3,865810.430000001,93.32
1719,17.19,185.2,865995.6300000009,93.34
1720,17.2,184.95,866180.5800000009,93.36
1721,17.21,184.7,866365.2800000008,93.38
1722,17.22,184.55,866549.8300000009,93.4
1723,17.23,183.75,866733.5800000009,93.42
1724,17.24,183.7,866917.2800000008,93.44
1725,17.25,183.4,867100.6800000009,93.45
1726,17.26,181.25,867281.9300000009,93.47
1727,17.27,181.05,867462.9800000009,93.49
1728,17.28,180.5,867643.4800000009,93.51
1729,17.29,180.5,867823.9800000009,93.53
1730,17.3,180.25,868004.2300000009,93.55
1731,17.31,180.0,868184.2300000009,93.57
1732,17.32,180.0,868364.2300000009,93.59
1733,17.33,179.6,868543.8300000009,93.61
1734,17.34,179.2,868723.0300000008,93.63
1735,17.35,178.75,868901.7800000008,93.65
1736,17.36,178.35,869080.1300000008,93.67
1737,17.37,178.25,869258.3800000008,93.69
1738,17.38,177.95,869436.3300000008,93.71
1739,17.39,177.85,869614.1800000007,93.73
1740,17.4,177.65,869791.8300000008,93.74
1741,17.41,177.4,869969.2300000008,93.76
1742,17.42,177.3,870146.5300000008,93.78
1743,17.43,177.05,870323.5800000009,93.8
1744,17.44,176.55,870500.1300000009,93.82
1745,17.45,176.4,870676.530000001,93.84
1746,17.46,176.15,870852.680000001,93.86
1747,17.47,175.8,871028.480000001,93.88
1748,17.48,175.6,871204.080000001,93.9
1749,17.49,175.35,871379.430000001,93.92
1750,17.5,175.05,871554.480000001,93.93
1751,17.51,174.55,871729.0300000011,93.95
1752,17.52,174.15,871903.1800000011,93.97
1753,17.53,173.4,872076.5800000011,93.99
1754,17.54,172.95,872249.5300000011,94.01
1755,17.55,172.75,872422.2800000011,94.03
1756,17.56,171.7,872593.980000001,94.05
1757,17.57,171.65,872765.630000001,94.07
1758,17.58,170.95,872936.580000001,94.08
1759,17.59,170.95,873107.530000001,94.1
1760,17.6,170.85,873278.3800000009,94.12
1761,17.61,170.75,873449.1300000009,94.14
1762,17.62,170.4,873619.530000001,94.16
1763,17.63,170.2,873789.7300000009,94.18
1764,17.64,169.9,873959.6300000009,94.19
1765,17.65,169.85,874129.4800000009,94.21
1766,17.66,169.7,874299.1800000009,94.23
1767,17.67,169.0,874468.1800000009,94.25
1768,17.68,168.65,874636.8300000009,94.27
1769,17.69,168.55,874805.3800000009,94.29
1770,17.7,168.55,874973.930000001,94.3
1771,17.71,168.35,875142.280000001,94.32
1772,17.72,168.15,875310.430000001,94.34
1773,17.73,167.95,875478.3800000009,94.36
1774,17.74,167.45,875645.8300000009,94.38
1775,17.75,166.3,875812.1300000009,94.39
1776,17.76,166.25,875978.3800000009,94.41
1777,17.77,166.25,876144.6300000009,94.43
1778,17.78,166.2,876310.8300000009,94.45
1779,17.79,166.15,876476.9800000009,94.47
1780,17.8,165.45,876642.4300000009,94.48
1781,17.81,165.2,876807.6300000008,94.5
1782,17.82,164.95,876972.5800000008,94.52
1783,17.83,164.5,877137.0800000008,94.54
1784,17.84,164.35,877301.4300000007,94.55
1785,17.85,164.35,877465.7800000007,94.57
1786,17.86,164.25,877630.0300000007,94.59
1787,17.87,164.0,877794.0300000007,94.61
1788,17.88,163.9,877957.9300000007,94.63
1789,17.89,163.25,878121.1800000007,94.64
1790,17.9,163.15,878284.3300000008,94.66
1791,17.91,163.05,878447.3800000008,94.68
1792,17.92,162.85,878610.2300000008,94.7
1793,17.93,162.65,878772.8800000008,94.71
1794,17.94,162.5,878935.3800000008,94.73
1795,17.95,162.4,879097.7800000008,94.75
1796,17.96,162.05,879259.8300000009,94.77
1797,17.97,161.95,879421.7800000008,94.78
1798,17.98,161.6,879583.3800000008,94.8
1799,17.99,161.0,879744.3800000008,94.82
1800,18.0,160.8,879905.1800000009,94.83
1801,18.01,160.15,880065.3300000009,94.85
1802,18.02,159.8,880225.1300000009,94.87
1803,18.03,159.55,880384.680000001,94.89
1804,18.04,158.8,880543.480000001,94.9
1805,18.05,158.05,880701.5300000011,94.92
1806,18.06,157.9,880859.4300000011,94.94
1807,18.07,157.25,881016.6800000011,94.95
1808,18.08,157.15,881173.8300000011,94.97
1809,18.09,156.7,881330.5300000011,94.99
1810,18.1,156.25,881486.7800000011,95.01
1811,18.11,156.15,881642.9300000011,95.02
1812,18.12,155.55,881798.4800000011,95.04
1813,18.13,154.85,881953.3300000011,95.06
1814,18.14,154.7,882108.0300000011,95.07
1815,18.15,154.3,882262.3300000011,95.09
1816,18.16,154.05,882416.3800000012,95.11
1817,18.17,154.05,882570.4300000012,95.12
1818,18.18,153.75,882724.1800000012,95.14
1819,18.19,153.7,882877.8800000012,95.16
1820,18.2,153.55,883031.4300000012,95.17
1821,18.21,153.4,883184.8300000012,95.19
1822,18.22,153.3,883338.1300000013,95.2
1823,18.23,153.2,883491.3300000012,95.22
1824,18.24,152.8,883644.1300000013,95.24
1825,18.25,152.65,883796.7800000013,95.25
1826,18.26,152.3,883949.0800000014,95.27
1827,18.27,152.05,884101.1300000014,95.29
1828,18.28,151.85,884252.9800000014,95.3
1829,18.29,151.7,884404.6800000013,95.32
1830,18.3,151.5,884556.1800000013,95.34
1831,18.31,150.7,884706.8800000013,95.35
1832,18.32,150.35,884857.2300000013,95.37
1833,18.33,150.35,885007.5800000012,95.38
1834,18.34,149.95,885157.5300000012,95.4
1835,18.35,149.9,885307.4300000012,95.42
1836,18.36,149.8,885457.2300000013,95.43
1837,18.37,149.5,885606.7300000013,95.45
1838,18.38,149.15,885755.8800000013,95.47
1839,18.39,149.0,885904.8800000013,95.48
1840,18.4,148.6,886053.4800000013,95.5
1841,18.41,148.0,886201.4800000013,95.51
1842,18.42,147.95,886349.4300000012,95.53
1843,18.43,147.6,886497.0300000012,95.55
1844,18.44,147.5,886644.5300000012,95.56
1845,18.45,147.2,886791.7300000011,95.58
1846,18.46,147.15,886938.8800000012,95.59
1847,18.47,146.9,887085.7800000012,95.61
1848,18.48,146.85,887232.6300000012,95.62
1849,18.49,146.65,887379.2800000012,95.64
1850,18.5,146.03,887525.3100000012,95.66
1851,18.51,145.7,887671.0100000012,95.67
1852,18.52,145.65,887816.6600000012,95.69
1853,18.53,144.85,887961.5100000012,95.7
1854,18.54,144.4,888105.9100000012,95.72
1855,18.55,143.9,888249.8100000012,95.73
1856,18.56,143.6,888393.4100000012,95.75
1857,18.57,143.1,888536.5100000012,95.77
1858,18.58,143.05,888679.5600000012,95.78
1859,18.59,143.0,888822.5600000012,95.8
1860,18.6,141.55,888964.1100000013,95.81
1861,18.61,141.25,889105.3600000013,95.83
1862,18.62,140.75,889246.1100000013,95.84
1863,18.63,140.35,889386.4600000012,95.86
1864,18.64,140.3,889526.7600000013,95.87
1865,18.65,140.25,889667.0100000013,95.89
1866,18.66,140.2,889807.2100000012,95.9
1867,18.67,139.95,889947.1600000012,95.92
1868,18.68,139.9,890087.0600000012,95.93
1869,18.69,139.25,890226.3100000012,95.95
1870,18.7,138.8,890365.1100000013,95.96
1871,18.71,138.75,890503.8600000013,95.98
1872,18.72,138.55,890642.4100000013,95.99
1873,18.73,137.3,890779.7100000014,96.01
1874,18.74,136.85,890916.5600000013,96.02
1875,18.75,136.75,891053.3100000013,96.04
1876,18.76,136.25,891189.5600000013,96.05
1877,18.77,135.95,891325.5100000013,96.07
1878,18.78,135.9,891461.4100000013,96.08
1879,18.79,135.1,891596.5100000013,96.1
1880,18.8,135.0,891731.5100000013,96.11
1881,18.81,134.8,891866.3100000013,96.12
1882,18.82,134.35,892000.6600000013,96.14
1883,18.83,133.9,892134.5600000013,96.15
1884,18.84,133.75,892268.3100000013,96.17
1885,18.85,133.4,892401.7100000014,96.18
1886,18.86,133.35,892535.0600000013,96.2
1887,18.87,133.3,892668.3600000014,96.21
