customer_id,total_txns,total_spend,avg_txn_amount,max_txn_amount,first_seen,last_seen,fraud_txns,fraud_rate_pct,active_days,txns_per_day,value_segment,ever_compromised
2705,18,1204.28,66.9,115.23,2018-04-01 14:00:40,2018-06-28 20:28:30,0,0.0,89,0.2,D - Low Value,No
2706,226,21449.92,94.91,202.2,2018-04-01 17:10:33,2018-07-01 13:03:36,0,0.0,91,2.48,A - Premium,No
2707,235,7975.64,33.94,73.35,2018-04-01 04:49:03,2018-07-01 08:11:36,2,0.851,92,2.55,B - High Value,Yes
2708,171,15889.89,92.92,210.68,2018-04-01 07:35:29,2018-07-01 19:22:35,0,0.0,92,1.86,A - Premium,No
2709,245,13332.04,54.42,122.03,2018-04-01 18:23:28,2018-07-01 12:16:36,0,0.0,91,2.69,B - High Value,No
2710,31,1932.28,62.33,112.48,2018-04-02 18:03:52,2018-07-01 12:04:37,0,0.0,90,0.34,D - Low Value,No
2711,345,19483.03,56.47,138.46,2018-04-01 10:24:53,2018-07-01 16:04:13,0,0.0,92,3.75,A - Premium,No
2712,16,799.36,49.96,81.92,2018-04-02 06:59:01,2018-07-01 13:40:39,0,0.0,91,0.18,D - Low Value,No
2713,311,2512.07,8.08,19.92,2018-04-02 04:02:35,2018-07-01 15:12:29,2,0.643,91,3.42,D - Low Value,Yes
2714,286,16113.84,56.34,133.28,2018-04-01 13:31:17,2018-07-01 14:55:40,4,1.399,92,3.11,A - Premium,Yes
2715,226,3472.54,15.37,36.6,2018-04-02 13:06:18,2018-07-01 12:12:29,1,0.442,90,2.51,C - Mid Value,Yes
2716,106,1367.63,12.9,25.88,2018-04-01 01:43:25,2018-07-01 13:56:39,0,0.0,92,1.15,D - Low Value,No
2717,147,11791.99,80.22,161.96,2018-04-01 04:49:11,2018-07-01 11:24:41,0,0.0,92,1.6,B - High Value,No
2718,329,15118.26,45.95,103.41,2018-04-01 15:58:57,2018-07-01 19:06:52,1,0.304,92,3.58,A - Premium,Yes
2719,205,6743.17,32.89,67.69,2018-04-01 11:09:06,2018-07-01 16:36:20,0,0.0,92,2.23,C - Mid Value,No
2720,56,2090.34,37.33,89.64,2018-04-01 13:39:43,2018-07-01 21:26:59,1,1.786,92,0.61,D - Low Value,Yes
2721,243,2266.0,9.33,23.3,2018-04-01 09:10:51,2018-07-01 14:36:38,2,0.823,92,2.64,D - Low Value,Yes
2722,187,18282.06,97.77,233.85,2018-04-01 03:42:16,2018-07-01 12:35:26,1,0.535,92,2.03,A - Premium,Yes
2723,64,1256.48,19.63,92.65,2018-04-01 10:51:29,2018-06-30 05:21:32,4,6.25,90,0.71,D - Low Value,Yes
2724,31,1428.7,46.09,87.95,2018-04-01 18:05:48,2018-06-24 16:28:53,0,0.0,84,0.37,D - Low Value,No
2725,107,6964.57,65.09,139.05,2018-04-02 10:54:15,2018-07-01 17:47:06,1,0.935,91,1.18,C - Mid Value,Yes
2726,183,4449.79,24.32,45.88,2018-04-01 03:51:45,2018-07-01 08:05:06,0,0.0,92,1.99,C - Mid Value,No
2727,259,13544.61,52.3,121.4,2018-04-01 06:16:15,2018-07-01 23:45:06,0,0.0,92,2.82,B - High Value,No
2728,43,467.7,10.88,20.2,2018-04-04 10:47:19,2018-07-01 12:16:08,0,0.0,89,0.48,D - Low Value,No
2729,230,13050.48,56.74,135.58,2018-04-02 04:43:03,2018-07-01 15:09:48,0,0.0,91,2.53,B - High Value,No
2730,239,21607.17,90.41,229.17,2018-04-01 02:44:04,2018-07-01 22:04:47,1,0.418,92,2.6,A - Premium,Yes
2731,107,2627.66,24.56,57.83,2018-04-02 03:50:07,2018-07-01 18:28:10,2,1.869,91,1.18,D - Low Value,Yes
2732,186,5634.28,30.29,69.61,2018-04-01 12:23:12,2018-07-01 15:47:59,0,0.0,92,2.02,C - Mid Value,No
2733,103,756.01,7.34,19.6,2018-04-01 16:22:54,2018-06-30 06:15:33,0,0.0,90,1.14,D - Low Value,No
2734,52,903.29,17.37,35.71,2018-04-03 11:12:36,2018-07-01 13:05:07,0,0.0,90,0.58,D - Low Value,No
2735,36,2668.93,74.14,125.48,2018-04-05 00:05:02,2018-06-27 17:47:26,0,0.0,84,0.43,D - Low Value,No
2736,113,2592.65,22.94,54.02,2018-04-01 14:38:01,2018-07-01 22:31:29,1,0.885,92,1.23,D - Low Value,Yes
2737,331,26017.7,78.6,196.06,2018-04-01 10:12:16,2018-07-01 16:37:04,0,0.0,92,3.6,A - Premium,No
2738,234,9944.69,42.5,101.39,2018-04-01 09:00:48,2018-07-01 09:47:27,1,0.427,92,2.54,B - High Value,Yes
2739,296,24942.17,84.26,178.51,2018-04-01 13:41:03,2018-07-01 12:39:39,0,0.0,91,3.25,A - Premium,No
2740,139,6775.82,48.75,133.48,2018-04-01 06:50:13,2018-07-01 14:32:40,2,1.439,92,1.51,C - Mid Value,Yes
2741,246,20446.46,83.12,193.93,2018-04-01 09:16:57,2018-06-30 18:16:57,0,0.0,91,2.7,A - Premium,No
2742,296,27748.76,93.75,237.5,2018-04-01 16:38:57,2018-07-01 21:28:34,5,1.689,92,3.22,A - Premium,Yes
2743,188,17394.42,92.52,197.66,2018-04-01 08:12:18,2018-07-01 13:52:21,0,0.0,92,2.04,A - Premium,No
2744,25,1854.21,74.17,124.02,2018-04-05 11:00:42,2018-06-28 10:29:22,0,0.0,84,0.3,D - Low Value,No
2745,23,1160.09,50.44,81.62,2018-04-02 15:51:51,2018-06-24 18:30:08,0,0.0,84,0.27,D - Low Value,No
2746,64,6432.65,100.51,220.94,2018-04-03 03:48:48,2018-06-30 10:52:02,1,1.562,89,0.72,C - Mid Value,Yes
2747,73,3586.8,49.13,123.04,2018-04-02 11:29:13,2018-07-01 17:24:38,0,0.0,91,0.8,C - Mid Value,No
2748,56,1968.56,35.15,60.8,2018-04-01 17:24:51,2018-07-01 15:16:44,0,0.0,91,0.62,D - Low Value,No
2749,156,13805.11,88.49,187.32,2018-04-02 16:20:27,2018-07-01 17:50:21,0,0.0,91,1.71,B - High Value,No
2750,61,2505.1,41.07,87.4,2018-04-01 13:57:45,2018-06-29 11:34:37,1,1.639,89,0.69,D - Low Value,Yes
2751,237,19881.73,83.89,196.39,2018-04-01 16:06:28,2018-07-01 19:12:29,0,0.0,92,2.58,A - Premium,No
2752,296,27696.13,93.57,237.15,2018-04-01 13:28:58,2018-07-01 09:49:18,1,0.338,91,3.25,A - Premium,Yes
2753,279,14694.92,52.67,118.29,2018-04-01 01:34:25,2018-07-01 15:59:10,2,0.717,92,3.03,A - Premium,Yes
2754,159,13975.88,87.9,216.76,2018-04-01 02:51:27,2018-06-30 06:02:11,1,0.629,91,1.75,B - High Value,Yes
2755,254,4414.76,17.38,38.29,2018-04-01 06:05:28,2018-07-01 14:28:30,1,0.394,92,2.76,C - Mid Value,Yes
2756,148,14418.08,97.42,218.11,2018-04-01 16:20:09,2018-06-30 11:16:16,0,0.0,90,1.64,A - Premium,No
2757,107,9351.67,87.4,175.94,2018-04-01 13:13:47,2018-07-01 15:38:22,0,0.0,92,1.16,B - High Value,No
2758,84,3839.23,45.71,92.01,2018-04-01 06:24:07,2018-06-28 21:38:16,0,0.0,89,0.94,C - Mid Value,No
2759,219,1790.79,8.18,20.84,2018-04-01 05:55:00,2018-07-01 19:14:13,1,0.457,92,2.38,D - Low Value,Yes
2760,310,8866.16,28.6,62.35,2018-04-01 06:15:50,2018-07-01 18:10:00,2,0.645,92,3.37,B - High Value,Yes
2761,326,32385.27,99.34,224.35,2018-04-01 05:01:45,2018-07-01 16:15:41,1,0.307,92,3.54,A - Premium,Yes
2762,214,16503.23,77.12,530.85,2018-04-01 03:15:24,2018-07-01 16:01:27,16,7.477,92,2.33,A - Premium,Yes
2763,93,1359.48,14.62,100.85,2018-04-04 18:47:26,2018-07-01 18:08:57,5,5.376,88,1.06,D - Low Value,Yes
2764,62,1734.76,27.98,180.0,2018-04-02 14:31:32,2018-07-01 16:23:35,5,8.065,91,0.68,D - Low Value,Yes
2765,352,22674.92,64.42,159.12,2018-04-01 12:57:15,2018-07-01 10:29:41,0,0.0,91,3.87,A - Premium,No
2766,62,2000.61,32.27,63.15,2018-04-01 16:57:26,2018-07-01 11:40:56,0,0.0,91,0.68,D - Low Value,No
2767,340,5383.65,15.83,42.66,2018-04-01 08:48:06,2018-07-01 09:46:19,3,0.882,92,3.7,C - Mid Value,Yes
2768,252,25647.67,101.78,241.52,2018-04-01 04:32:07,2018-07-01 11:01:36,5,1.984,92,2.74,A - Premium,Yes
2769,163,14511.73,89.03,187.29,2018-04-01 10:11:55,2018-07-01 09:52:19,2,1.227,91,1.79,A - Premium,Yes
2770,52,1765.74,33.96,78.97,2018-04-03 11:52:13,2018-06-30 06:45:07,0,0.0,88,0.59,D - Low Value,No
2771,263,22671.29,86.2,207.97,2018-04-01 19:53:14,2018-07-01 08:08:15,0,0.0,91,2.89,A - Premium,No
2772,171,16591.36,97.03,197.59,2018-04-01 03:52:57,2018-07-01 04:13:19,1,0.585,92,1.86,A - Premium,Yes
2773,230,19706.93,85.68,201.92,2018-04-01 09:57:05,2018-07-01 16:14:35,0,0.0,92,2.5,A - Premium,No
2774,8,87.56,10.94,18.87,2018-04-04 21:14:20,2018-06-19 06:55:58,0,0.0,76,0.11,D - Low Value,No
2775,125,10251.73,82.01,196.47,2018-04-03 03:01:19,2018-07-01 11:09:44,1,0.8,90,1.39,B - High Value,Yes
2776,87,5013.6,57.63,121.96,2018-04-02 20:03:06,2018-07-01 16:01:17,0,0.0,90,0.97,C - Mid Value,No
2777,86,500.63,5.82,13.32,2018-04-02 04:50:19,2018-06-30 09:47:07,1,1.163,90,0.96,D - Low Value,Yes
2778,98,8557.31,87.32,183.4,2018-04-01 05:15:47,2018-06-29 06:17:26,0,0.0,90,1.09,B - High Value,No
2779,239,5254.11,21.98,51.02,2018-04-01 08:09:01,2018-07-01 15:11:33,1,0.418,92,2.6,C - Mid Value,Yes
2780,350,33402.79,95.44,598.3,2018-04-01 05:00:25,2018-07-01 16:04:10,14,4.0,92,3.8,A - Premium,Yes
2781,273,23709.38,86.85,202.78,2018-04-01 08:03:14,2018-07-01 17:27:07,4,1.465,92,2.97,A - Premium,Yes
2782,301,8885.76,29.52,73.31,2018-04-01 10:06:27,2018-07-01 14:40:55,0,0.0,92,3.27,B - High Value,No
2783,157,8004.16,50.98,110.27,2018-04-02 12:21:14,2018-07-01 12:58:38,2,1.274,91,1.73,B - High Value,Yes
2784,99,10028.08,101.29,232.66,2018-04-01 12:30:13,2018-06-28 17:39:16,1,1.01,89,1.11,B - High Value,Yes
2785,241,19931.99,82.71,176.07,2018-04-01 06:52:41,2018-07-01 16:21:27,0,0.0,92,2.62,A - Premium,No
2786,179,12976.62,72.5,168.0,2018-04-01 08:08:50,2018-07-01 18:24:39,1,0.559,92,1.95,B - High Value,Yes
2787,63,3210.76,50.96,131.95,2018-04-06 11:59:02,2018-06-29 19:50:06,0,0.0,85,0.74,C - Mid Value,No
2788,119,9136.39,76.78,166.32,2018-04-01 13:41:33,2018-06-30 18:40:35,2,1.681,91,1.31,B - High Value,Yes
2789,18,1220.1,67.78,135.84,2018-04-07 05:34:35,2018-06-27 11:16:33,0,0.0,82,0.22,D - Low Value,No
2790,296,23044.37,77.85,157.52,2018-04-01 10:29:26,2018-07-01 20:12:11,1,0.338,92,3.22,A - Premium,Yes
2791,317,9156.78,28.89,63.19,2018-04-01 09:07:20,2018-07-01 14:56:29,0,0.0,92,3.45,B - High Value,No
2792,60,3550.02,59.17,130.23,2018-04-01 08:33:17,2018-07-01 01:11:40,0,0.0,91,0.66,C - Mid Value,No
2793,106,8832.77,83.33,220.74,2018-04-03 13:44:23,2018-07-01 12:31:17,1,0.943,89,1.19,B - High Value,Yes
2794,120,11033.4,91.94,688.3,2018-04-01 19:05:03,2018-07-01 16:32:38,5,4.167,91,1.32,B - High Value,Yes
2795,114,6949.31,60.96,164.01,2018-04-02 20:01:14,2018-07-01 14:54:58,0,0.0,90,1.27,C - Mid Value,No
2796,289,30112.32,104.19,242.45,2018-04-01 07:06:45,2018-07-01 13:12:16,4,1.384,92,3.14,A - Premium,Yes
2797,56,3931.98,70.21,148.51,2018-04-02 04:58:35,2018-07-01 16:22:51,2,3.571,91,0.62,C - Mid Value,Yes
2798,83,4384.08,52.82,114.07,2018-04-01 00:48:13,2018-06-30 12:49:40,0,0.0,91,0.91,C - Mid Value,No
2799,27,1447.6,53.61,86.18,2018-04-01 17:24:33,2018-06-23 15:46:43,0,0.0,83,0.33,D - Low Value,No
2800,273,27147.54,99.44,239.94,2018-04-01 05:24:56,2018-07-01 10:15:27,1,0.366,92,2.97,A - Premium,Yes
2801,343,5214.87,15.2,36.46,2018-04-01 12:19:33,2018-07-01 21:14:48,2,0.583,92,3.73,C - Mid Value,Yes
2802,207,10027.43,48.44,121.94,2018-04-01 11:53:07,2018-07-01 05:46:45,0,0.0,91,2.27,B - High Value,No
2803,212,14683.8,69.26,148.12,2018-04-01 00:11:30,2018-07-01 09:22:08,1,0.472,92,2.3,A - Premium,Yes
2804,184,17889.85,97.23,240.07,2018-04-01 08:18:29,2018-07-01 07:15:56,3,1.63,91,2.02,A - Premium,Yes
2805,318,31843.16,100.14,219.15,2018-04-01 07:10:37,2018-07-01 21:03:07,0,0.0,92,3.46,A - Premium,No
2806,333,11142.98,33.46,69.79,2018-04-01 02:26:41,2018-07-01 18:55:33,2,0.601,92,3.62,B - High Value,Yes
2807,282,25522.49,90.51,210.15,2018-04-01 10:10:49,2018-07-01 09:43:29,0,0.0,91,3.1,A - Premium,No
2808,266,15785.96,59.35,162.94,2018-04-01 02:54:33,2018-07-01 14:12:00,0,0.0,92,2.89,A - Premium,No
2809,29,1318.85,45.48,80.67,2018-04-01 05:31:39,2018-06-28 12:52:09,0,0.0,89,0.33,D - Low Value,No
2810,19,1782.04,93.79,151.44,2018-04-03 10:23:14,2018-07-01 11:04:58,0,0.0,90,0.21,D - Low Value,No
2811,147,8212.34,55.87,124.69,2018-04-01 02:12:14,2018-07-01 10:05:16,0,0.0,92,1.6,B - High Value,No
2812,105,3982.02,37.92,99.25,2018-04-01 10:07:23,2018-06-30 13:13:44,0,0.0,91,1.15,C - Mid Value,No
2813,183,5086.16,27.79,58.09,2018-04-02 06:19:47,2018-06-30 18:03:28,0,0.0,90,2.03,C - Mid Value,No
2814,95,4214.41,44.36,105.16,2018-04-01 04:52:09,2018-07-01 09:39:24,2,2.105,92,1.03,C - Mid Value,Yes
2815,338,24226.21,71.68,159.77,2018-04-01 06:40:04,2018-07-01 17:03:06,2,0.592,92,3.67,A - Premium,Yes
2816,272,2811.56,10.34,82.65,2018-04-01 04:31:51,2018-07-01 12:22:44,9,3.309,92,2.96,C - Mid Value,Yes
2817,93,10075.76,108.34,220.79,2018-04-01 13:22:29,2018-06-30 11:56:00,1,1.075,90,1.03,B - High Value,Yes
2818,321,12186.79,37.97,105.85,2018-04-01 04:06:24,2018-07-01 07:49:53,1,0.312,92,3.49,B - High Value,Yes
2819,182,17195.75,94.48,246.63,2018-04-01 08:31:29,2018-07-01 15:28:34,1,0.549,92,1.98,A - Premium,Yes
2820,354,23619.29,66.72,137.64,2018-04-01 03:45:34,2018-07-01 16:27:07,2,0.565,92,3.85,A - Premium,Yes
2821,37,3343.37,90.36,186.98,2018-04-01 11:44:16,2018-07-01 09:15:04,0,0.0,91,0.41,C - Mid Value,No
2822,338,35010.36,103.58,235.36,2018-04-01 05:04:41,2018-07-01 17:58:14,8,2.367,92,3.67,A - Premium,Yes
2823,11,531.1,48.28,89.66,2018-04-01 12:29:41,2018-06-13 13:22:14,0,0.0,74,0.15,D - Low Value,No
2824,342,30635.14,89.58,207.44,2018-04-01 07:14:26,2018-07-01 18:05:08,1,0.292,92,3.72,A - Premium,Yes
2825,154,5671.1,36.83,97.39,2018-04-01 09:29:46,2018-07-01 23:13:29,0,0.0,92,1.67,C - Mid Value,No
2826,161,3130.2,19.44,45.44,2018-04-01 10:26:35,2018-06-30 11:28:45,0,0.0,91,1.77,C - Mid Value,No
2827,345,13743.29,39.84,102.09,2018-04-01 08:38:57,2018-07-01 17:25:28,0,0.0,92,3.75,B - High Value,No
2828,39,2367.2,60.7,136.55,2018-04-01 05:46:56,2018-07-01 11:31:39,0,0.0,92,0.42,D - Low Value,No
2829,276,6463.97,23.42,51.0,2018-04-01 09:22:25,2018-07-01 12:11:05,0,0.0,92,3.0,C - Mid Value,No
2830,10,145.03,14.5,29.22,2018-04-21 13:16:40,2018-06-22 12:29:29,0,0.0,62,0.16,D - Low Value,No
2831,62,4106.71,66.24,413.1,2018-04-02 06:14:54,2018-06-30 21:33:43,7,11.29,90,0.69,C - Mid Value,Yes
2832,29,1785.23,61.56,104.17,2018-04-06 00:53:39,2018-07-01 07:59:32,1,3.448,87,0.33,D - Low Value,Yes
2833,339,6385.88,18.84,39.86,2018-04-01 12:01:35,2018-07-01 14:23:55,0,0.0,92,3.68,C - Mid Value,No
2834,356,37235.56,104.59,271.25,2018-04-01 07:44:59,2018-07-01 05:28:17,7,1.966,91,3.91,A - Premium,Yes
2835,29,694.67,23.95,138.55,2018-04-11 09:17:36,2018-06-30 11:50:29,1,3.448,81,0.36,D - Low Value,Yes
2836,244,8690.3,35.62,78.58,2018-04-01 09:49:11,2018-07-01 17:23:41,2,0.82,92,2.65,B - High Value,Yes
2837,138,2424.42,17.57,107.5,2018-04-02 07:42:10,2018-06-30 16:46:55,8,5.797,90,1.53,D - Low Value,Yes
2838,88,7075.02,80.4,165.82,2018-04-03 10:13:54,2018-06-29 12:43:10,0,0.0,88,1.0,C - Mid Value,No
2839,254,20688.73,81.45,212.88,2018-04-01 01:16:52,2018-07-01 17:26:40,0,0.0,92,2.76,A - Premium,No
2840,322,27675.17,85.95,204.71,2018-04-01 08:22:43,2018-07-01 19:29:01,0,0.0,92,3.5,A - Premium,No
2841,173,2431.71,14.06,32.4,2018-04-01 08:15:10,2018-07-01 14:06:49,2,1.156,92,1.88,D - Low Value,Yes
2842,11,1462.59,132.96,401.25,2018-04-07 09:21:30,2018-06-25 05:57:06,1,9.091,79,0.14,D - Low Value,Yes
2843,209,3607.69,17.26,42.0,2018-04-01 04:34:48,2018-06-30 10:01:21,3,1.435,91,2.3,C - Mid Value,Yes
2844,248,12948.93,52.21,358.4,2018-04-01 07:36:58,2018-07-01 10:51:12,14,5.645,92,2.7,B - High Value,Yes
2845,32,1778.77,55.59,110.96,2018-04-01 13:16:24,2018-06-30 06:00:07,0,0.0,90,0.36,D - Low Value,No
2846,18,1297.44,72.08,155.37,2018-04-06 13:30:22,2018-06-30 15:47:17,0,0.0,86,0.21,D - Low Value,No
2847,137,8458.82,61.74,165.99,2018-04-01 06:10:19,2018-07-01 20:23:51,0,0.0,92,1.49,B - High Value,No
2848,130,4355.86,33.51,65.82,2018-04-02 02:56:45,2018-06-30 07:38:21,1,0.769,90,1.44,C - Mid Value,Yes
2849,198,5842.73,29.51,62.57,2018-04-02 06:06:25,2018-07-01 12:36:53,1,0.505,91,2.18,C - Mid Value,Yes
2850,343,21021.1,61.29,147.6,2018-04-01 05:12:47,2018-07-01 23:18:54,4,1.166,92,3.73,A - Premium,Yes
2851,203,1829.17,9.01,19.45,2018-04-01 08:50:04,2018-07-01 17:05:19,1,0.493,92,2.21,D - Low Value,Yes
2852,139,13969.16,100.5,198.82,2018-04-01 12:54:02,2018-06-30 17:38:04,0,0.0,91,1.53,B - High Value,No
2853,135,9899.1,73.33,158.81,2018-04-02 18:19:32,2018-07-01 13:49:21,0,0.0,90,1.5,B - High Value,No
2854,215,15712.07,73.08,170.68,2018-04-01 13:47:27,2018-06-30 19:36:06,0,0.0,91,2.36,A - Premium,No
2855,121,4777.3,39.48,77.66,2018-04-01 07:38:12,2018-06-30 12:13:32,0,0.0,91,1.33,C - Mid Value,No
2856,334,19122.45,57.25,131.95,2018-04-01 11:01:16,2018-07-01 16:02:28,4,1.198,92,3.63,A - Premium,Yes
2857,89,5963.47,67.01,129.47,2018-04-02 07:52:43,2018-07-01 11:30:04,4,4.494,91,0.98,C - Mid Value,Yes
2858,355,11685.97,32.92,85.15,2018-04-01 07:16:31,2018-07-01 21:18:23,7,1.972,92,3.86,B - High Value,Yes
2859,170,12434.31,73.14,156.55,2018-04-01 11:44:22,2018-07-01 11:55:22,4,2.353,92,1.85,B - High Value,Yes
2860,137,1376.55,10.05,22.65,2018-04-02 13:28:05,2018-06-30 10:32:30,0,0.0,89,1.54,D - Low Value,No
2861,186,9546.14,51.32,116.99,2018-04-01 11:12:11,2018-07-01 16:07:57,1,0.538,92,2.02,B - High Value,Yes
2862,60,3224.2,53.74,288.8,2018-04-01 13:13:33,2018-07-01 09:29:31,2,3.333,91,0.66,C - Mid Value,Yes
2863,321,14981.05,46.67,119.46,2018-04-01 05:40:03,2018-06-30 23:00:02,2,0.623,91,3.53,A - Premium,Yes
2864,274,2315.05,8.45,20.2,2018-04-01 12:14:31,2018-07-01 10:11:53,0,0.0,91,3.01,D - Low Value,No
2865,337,34258.94,101.66,224.37,2018-04-01 09:35:03,2018-07-01 13:49:56,5,1.484,92,3.66,A - Premium,Yes
2866,169,2717.95,16.08,37.59,2018-04-01 05:16:08,2018-06-30 14:13:50,0,0.0,91,1.86,D - Low Value,No
2867,111,8792.58,79.21,167.83,2018-04-01 07:01:45,2018-07-01 09:22:48,0,0.0,92,1.21,B - High Value,No
2868,179,6047.24,33.78,69.48,2018-04-01 07:00:21,2018-07-01 13:10:22,0,0.0,92,1.95,C - Mid Value,No
2869,35,2747.63,78.5,150.77,2018-04-03 12:08:44,2018-07-01 09:41:36,0,0.0,89,0.39,D - Low Value,No
2870,48,748.99,15.6,35.82,2018-04-01 13:17:59,2018-06-29 15:02:51,0,0.0,90,0.53,D - Low Value,No
2871,14,1210.47,86.46,129.63,2018-04-01 15:36:36,2018-06-21 04:01:54,2,14.286,81,0.17,D - Low Value,Yes
2872,55,1122.29,20.41,51.43,2018-04-02 10:58:21,2018-06-30 15:54:18,0,0.0,90,0.61,D - Low Value,No
2873,247,16964.29,68.68,165.02,2018-04-01 01:01:51,2018-07-01 14:10:27,0,0.0,92,2.68,A - Premium,No
2874,152,6802.26,44.75,104.69,2018-04-01 00:59:43,2018-07-01 18:37:54,1,0.658,92,1.65,C - Mid Value,Yes
2875,301,10792.32,35.85,84.66,2018-04-01 08:49:23,2018-07-01 18:54:35,0,0.0,92,3.27,B - High Value,No
2876,119,8040.86,67.57,183.52,2018-04-01 07:22:42,2018-07-01 09:33:10,3,2.521,92,1.29,B - High Value,Yes
2877,321,29189.66,90.93,204.55,2018-04-01 04:30:06,2018-07-01 15:25:24,0,0.0,92,3.49,A - Premium,No
2878,271,21947.14,80.99,217.71,2018-04-01 05:52:47,2018-06-30 11:19:46,0,0.0,91,2.98,A - Premium,No
2879,304,3098.28,10.19,24.36,2018-04-01 10:08:52,2018-07-01 14:14:22,1,0.329,92,3.3,C - Mid Value,Yes
2880,173,8302.9,47.99,124.66,2018-04-01 06:18:24,2018-07-01 23:10:41,1,0.578,92,1.88,B - High Value,Yes
2881,289,24311.14,84.12,211.03,2018-04-01 08:09:42,2018-07-01 14:55:02,4,1.384,92,3.14,A - Premium,Yes
2882,223,14467.89,64.88,170.9,2018-04-01 08:56:27,2018-07-01 16:51:24,3,1.345,92,2.42,A - Premium,Yes
2883,237,3744.55,15.8,42.87,2018-04-02 02:58:19,2018-06-30 18:50:23,3,1.266,90,2.63,C - Mid Value,Yes
2884,62,2260.19,36.45,79.16,2018-04-01 09:54:28,2018-06-30 11:55:10,1,1.613,91,0.68,D - Low Value,Yes
2885,306,18316.87,59.86,143.02,2018-04-01 08:10:16,2018-07-01 07:43:52,3,0.98,91,3.36,A - Premium,Yes
2886,334,7020.96,21.02,53.9,2018-04-02 07:41:47,2018-07-01 19:20:01,0,0.0,91,3.67,C - Mid Value,No
2887,167,6248.4,37.42,91.64,2018-04-01 05:16:09,2018-07-01 14:11:31,0,0.0,92,1.82,C - Mid Value,No
2888,324,11965.2,36.93,79.31,2018-04-01 10:14:46,2018-07-01 17:39:10,2,0.617,92,3.52,B - High Value,Yes
2889,126,10268.73,81.5,198.83,2018-04-01 03:06:56,2018-07-01 14:17:47,0,0.0,92,1.37,B - High Value,No
2890,275,18415.05,66.96,169.78,2018-04-01 10:28:05,2018-07-01 11:13:58,0,0.0,92,2.99,A - Premium,No
2891,381,41073.48,107.8,841.0,2018-04-01 07:34:16,2018-07-01 17:28:47,26,6.824,92,4.14,A - Premium,Yes
2892,252,17035.64,67.6,136.32,2018-04-01 10:07:36,2018-07-01 12:40:16,1,0.397,92,2.74,A - Premium,Yes
2893,90,2106.76,23.41,53.22,2018-04-05 04:22:25,2018-06-28 12:10:58,0,0.0,85,1.06,D - Low Value,No
2894,79,5881.44,74.45,138.96,2018-04-01 14:19:48,2018-06-30 14:50:36,0,0.0,91,0.87,C - Mid Value,No
2895,130,4476.7,34.44,62.27,2018-04-01 14:32:53,2018-07-01 19:47:11,1,0.769,92,1.41,C - Mid Value,Yes
2896,42,2784.39,66.3,142.7,2018-04-01 12:12:23,2018-07-01 16:03:01,0,0.0,92,0.46,C - Mid Value,No
2897,175,13595.5,77.69,204.21,2018-04-01 07:34:39,2018-07-01 16:08:38,1,0.571,92,1.9,B - High Value,Yes
2898,128,7533.47,58.86,137.17,2018-04-01 12:43:14,2018-07-01 06:39:39,1,0.781,91,1.41,B - High Value,Yes
2899,311,18311.18,58.88,132.39,2018-04-01 00:22:14,2018-07-01 20:21:34,5,1.608,92,3.38,A - Premium,Yes
2900,210,3291.86,15.68,31.39,2018-04-01 02:50:04,2018-07-01 10:42:44,0,0.0,92,2.28,C - Mid Value,No
2901,355,20608.59,58.05,141.57,2018-04-01 12:38:00,2018-07-01 13:42:01,0,0.0,92,3.86,A - Premium,No
2902,262,21443.01,81.84,226.56,2018-04-01 01:47:28,2018-07-01 13:04:37,5,1.908,92,2.85,A - Premium,Yes
2903,124,14242.39,114.86,790.0,2018-04-01 08:54:52,2018-07-01 19:46:14,5,4.032,92,1.35,A - Premium,Yes
2904,72,2780.1,38.61,85.6,2018-04-03 17:51:06,2018-06-30 11:54:45,0,0.0,88,0.82,D - Low Value,No
2905,35,1533.89,43.83,104.94,2018-04-08 08:38:00,2018-07-01 16:18:59,0,0.0,85,0.41,D - Low Value,No
2906,228,10237.81,44.9,105.03,2018-04-01 05:00:37,2018-07-01 09:04:42,0,0.0,92,2.48,B - High Value,No
2907,47,1431.87,30.47,206.95,2018-04-01 18:47:59,2018-06-25 17:50:04,2,4.255,85,0.55,D - Low Value,Yes
2908,201,6125.36,30.47,76.96,2018-04-01 06:52:23,2018-07-01 11:27:15,1,0.498,92,2.18,C - Mid Value,Yes
2909,69,6026.04,87.33,211.45,2018-04-05 06:45:20,2018-07-01 01:35:59,2,2.899,87,0.79,C - Mid Value,Yes
2910,123,926.88,7.54,16.08,2018-04-01 11:19:12,2018-07-01 12:20:58,2,1.626,92,1.34,D - Low Value,Yes
2911,305,2615.7,8.58,20.66,2018-04-01 03:16:49,2018-07-01 15:37:44,2,0.656,92,3.32,D - Low Value,Yes
2912,341,4562.6,13.38,32.87,2018-04-01 02:58:32,2018-07-01 13:19:07,0,0.0,92,3.71,C - Mid Value,No
2913,70,1552.56,22.18,43.74,2018-04-03 08:14:28,2018-07-01 13:49:10,0,0.0,90,0.78,D - Low Value,No
2914,299,5665.0,18.95,42.88,2018-04-01 11:40:37,2018-07-01 09:58:20,0,0.0,91,3.29,C - Mid Value,No
2915,320,9057.25,28.3,60.79,2018-04-01 07:55:29,2018-07-01 20:11:02,0,0.0,92,3.48,B - High Value,No
